"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 04, 2018","467.20","462.58","482.00","460.21","101.90K","1.16%"
"Jul 03, 2018","461.82","476.28","486.77","459.75","186.98K","-2.98%"
"Jul 02, 2018","476.00","452.41","481.82","444.82","182.56K","5.16%"
"Jul 01, 2018","452.65","454.32","457.49","443.92","111.23K","-0.38%"
"Jun 30, 2018","454.36","434.64","461.91","434.64","157.20K","4.50%"
"Jun 29, 2018","434.78","421.24","441.90","405.39","159.86K","3.38%"
"Jun 28, 2018","420.55","441.63","443.19","417.72","112.28K","-4.78%"
"Jun 27, 2018","441.64","429.50","445.90","420.26","99.17K","2.65%"
"Jun 26, 2018","430.23","458.78","460.50","429.91","83.86K","-6.21%"
"Jun 25, 2018","458.70","454.13","473.00","444.70","122.94K","0.94%"
"Jun 24, 2018","454.41","474.36","475.78","420.37","198.28K","-4.01%"
"Jun 23, 2018","473.40","462.46","480.58","455.67","94.46K","2.40%"
"Jun 22, 2018","462.32","526.27","526.27","450.01","212.63K","-12.11%"
"Jun 21, 2018","526.05","536.28","544.80","521.68","79.87K","-1.92%"
"Jun 20, 2018","536.34","537.69","540.97","516.02","123.89K","-0.31%"
"Jun 19, 2018","537.99","517.95","548.20","514.13","148.15K","3.86%"
"Jun 18, 2018","517.98","496.77","524.34","488.09","143.97K","4.57%"
"Jun 17, 2018","495.32","496.93","507.13","494.17","117.24K","-0.29%"
"Jun 16, 2018","496.74","487.48","502.19","484.10","131.10K","1.94%"
"Jun 15, 2018","487.30","519.55","520.49","482.68","160.54K","-6.16%"
"Jun 14, 2018","519.29","475.70","527.00","461.34","206.10K","9.20%"
"Jun 13, 2018","475.55","492.60","501.04","449.69","181.87K","-3.61%"
"Jun 12, 2018","493.37","531.33","537.59","483.63","158.21K","-7.13%"
"Jun 11, 2018","531.27","524.01","535.03","509.48","145.82K","1.31%"
"Jun 10, 2018","524.42","592.85","592.85","502.99","190.33K","-11.58%"
"Jun 09, 2018","593.08","599.27","608.95","591.01","38.86K","-1.08%"
"Jun 08, 2018","599.55","604.20","608.44","593.50","49.25K","-0.94%"
"Jun 07, 2018","605.21","607.11","617.37","599.55","60.18K","-0.30%"
"Jun 06, 2018","607.02","609.29","612.88","593.80","70.13K","-0.37%"
"Jun 05, 2018","609.30","591.40","613.33","576.76","89.07K","3.09%"
"Jun 04, 2018","591.01","619.63","625.02","580.24","96.35K","-4.56%"
"Jun 03, 2018","619.26","590.86","628.00","590.59","84.20K","4.81%"
"Jun 02, 2018","590.85","580.00","599.05","574.00","80.24K","2.01%"
"Jun 01, 2018","579.19","577.88","590.03","565.50","83.82K","0.16%"
"May 31, 2018","578.26","557.84","586.68","554.11","100.10K","3.63%"
"May 30, 2018","557.99","566.53","585.12","542.35","122.44K","-1.66%"
"May 29, 2018","567.43","511.99","573.29","511.26","189.07K","10.93%"
"May 28, 2018","511.50","570.41","575.82","507.00","153.26K","-10.39%"
"May 27, 2018","570.80","585.96","591.37","558.00","97.07K","-2.59%"
"May 26, 2018","586.00","585.99","606.13","578.76","77.65K","0.08%"
"May 25, 2018","585.56","602.48","616.59","569.77","118.07K","-2.76%"
"May 24, 2018","602.18","578.27","610.05","550.00","196.00K","4.33%"
"May 23, 2018","577.19","640.99","650.00","564.00","257.07K","-10.14%"
"May 22, 2018","642.33","697.62","699.19","638.73","106.95K","-7.80%"
"May 21, 2018","696.69","716.11","719.33","688.00","96.09K","-2.78%"
"May 20, 2018","716.64","695.00","723.89","689.00","86.03K","2.78%"
"May 19, 2018","697.26","693.24","717.19","682.58","88.81K","0.67%"
"May 18, 2018","692.63","667.49","694.24","656.63","106.54K","3.74%"
"May 17, 2018","667.66","707.01","719.18","662.02","106.72K","-5.46%"
"May 16, 2018","706.25","705.53","711.40","675.36","119.20K","0.27%"
"May 15, 2018","704.32","728.64","739.01","695.00","126.88K","-3.12%"
"May 14, 2018","727.00","729.37","741.70","686.53","183.44K","-0.29%"
"May 13, 2018","729.08","685.39","740.00","667.33","136.06K","6.61%"
"May 12, 2018","683.86","677.47","690.00","634.99","166.81K","1.17%"
"May 11, 2018","675.95","722.40","737.01","664.80","216.94K","-6.50%"
"May 10, 2018","722.93","752.34","769.50","721.35","102.00K","-3.80%"
"May 09, 2018","751.45","748.00","760.50","711.00","112.36K","0.33%"
"May 08, 2018","748.99","753.00","776.01","721.00","135.11K","-0.61%"
"May 07, 2018","753.57","794.30","799.05","701.42","284.19K","-5.16%"
"May 06, 2018","794.55","819.46","839.97","754.99","166.85K","-3.10%"
"May 05, 2018","820.00","785.81","831.99","782.58","128.63K","4.35%"
"May 04, 2018","785.80","779.78","809.00","760.53","179.94K","0.74%"
"May 03, 2018","780.00","688.56","791.16","686.25","229.39K","13.29%"
"May 02, 2018","688.50","672.49","691.55","664.30","86.20K","2.47%"
"May 01, 2018","671.90","670.50","675.60","628.96","133.12K","0.27%"
"Apr 30, 2018","670.08","690.85","694.98","663.08","112.49K","-3.06%"
"Apr 29, 2018","691.25","682.87","700.49","666.19","110.01K","1.12%"
"Apr 28, 2018","683.61","643.46","694.53","640.00","113.15K","6.21%"
"Apr 27, 2018","643.61","661.95","686.22","640.97","134.94K","-2.93%"
"Apr 26, 2018","663.07","616.48","665.00","600.55","155.64K","7.81%"
"Apr 25, 2018","615.01","702.12","702.12","593.83","341.57K","-12.34%"
"Apr 24, 2018","701.58","644.61","712.65","643.92","171.44K","8.84%"
"Apr 23, 2018","644.61","620.30","649.05","618.61","77.48K","3.80%"
"Apr 22, 2018","621.02","605.15","643.49","590.45","120.13K","2.48%"
"Apr 21, 2018","606.00","616.65","623.80","571.89","159.37K","-1.74%"
"Apr 20, 2018","616.70","568.01","621.46","556.79","160.23K","8.57%"
"Apr 19, 2018","568.00","526.10","571.00","521.15","112.23K","7.91%"
"Apr 18, 2018","526.36","503.00","526.75","501.34","73.17K","4.66%"
"Apr 17, 2018","502.90","511.49","520.90","500.03","96.54K","-1.72%"
"Apr 16, 2018","511.70","533.89","537.78","497.89","130.35K","-4.16%"
"Apr 15, 2018","533.89","502.61","534.30","502.61","108.74K","6.24%"
"Apr 14, 2018","502.52","494.68","514.80","485.98","121.66K","1.63%"
"Apr 13, 2018","494.45","495.67","529.87","482.22","251.76K","0.09%"
"Apr 12, 2018","494.00","429.90","498.51","412.89","249.64K","15.01%"
"Apr 11, 2018","429.52","415.53","432.98","410.50","86.71K","3.32%"
"Apr 10, 2018","415.71","399.55","418.25","392.01","81.38K","4.07%"
"Apr 09, 2018","399.44","400.29","431.99","387.78","151.65K","-0.36%"
"Apr 08, 2018","400.88","384.68","403.99","384.09","57.40K","4.26%"
"Apr 07, 2018","384.51","368.98","394.31","368.28","71.49K","4.23%"
"Apr 06, 2018","368.89","381.48","385.60","362.75","74.44K","-3.17%"
"Apr 05, 2018","380.95","377.67","387.03","366.00","120.28K","0.78%"
"Apr 04, 2018","378.00","415.00","416.10","370.10","140.60K","-8.92%"
"Apr 03, 2018","415.01","384.96","418.42","380.55","137.90K","7.80%"
"Apr 02, 2018","384.98","378.78","394.48","375.07","113.24K","1.69%"
"Apr 01, 2018","378.60","393.90","399.05","357.89","150.51K","-3.72%"
"Mar 31, 2018","393.21","392.43","418.39","388.52","167.85K","0.13%"
"Mar 30, 2018","392.71","384.21","411.99","366.43","292.38K","2.31%"
"Mar 29, 2018","383.85","446.68","449.30","380.62","225.27K","-14.06%"
"Mar 28, 2018","446.67","448.11","465.19","440.37","89.90K","-0.47%"
"Mar 27, 2018","448.77","485.14","491.30","446.44","138.19K","-7.54%"
"Mar 26, 2018","485.38","523.92","526.83","466.00","151.06K","-7.37%"
"Mar 25, 2018","524.00","519.98","535.77","512.02","71.91K","0.57%"
"Mar 24, 2018","521.05","544.78","545.90","519.01","87.70K","-4.05%"
"Mar 23, 2018","543.03","539.78","543.20","507.81","106.42K","0.58%"
"Mar 22, 2018","539.92","559.86","578.45","516.70","111.12K","-3.59%"
"Mar 21, 2018","560.00","557.00","590.00","545.34","117.00K","0.50%"
"Mar 20, 2018","557.22","555.52","567.00","515.39","135.37K","0.15%"
"Mar 19, 2018","556.41","538.00","558.51","516.01","184.80K","3.62%"
"Mar 18, 2018","536.99","547.96","559.69","455.30","249.02K","-2.01%"
"Mar 17, 2018","548.00","598.78","608.92","544.19","68.02K","-8.67%"
"Mar 16, 2018","600.04","608.86","625.00","584.22","64.52K","-1.44%"
"Mar 15, 2018","608.80","610.10","620.34","570.91","94.43K","-0.21%"
"Mar 14, 2018","610.06","690.16","703.54","585.18","89.90K","-11.47%"
"Mar 13, 2018","689.10","696.40","713.35","680.00","55.74K","-1.00%"
"Mar 12, 2018","696.03","720.85","740.50","676.68","67.73K","-3.49%"
"Mar 11, 2018","721.18","679.48","734.00","660.00","73.97K","5.97%"
"Mar 10, 2018","680.58","723.43","743.95","673.50","63.01K","-5.96%"
"Mar 09, 2018","723.73","696.50","727.92","640.00","116.55K","4.06%"
"Mar 08, 2018","695.46","748.70","772.07","687.63","76.31K","-7.16%"
"Mar 07, 2018","749.09","813.11","826.00","718.45","109.01K","-7.87%"
"Mar 06, 2018","813.11","847.17","853.00","803.11","48.67K","-4.21%"
"Mar 05, 2018","848.85","866.91","871.32","848.85","30.38K","-2.14%"
"Mar 04, 2018","867.41","856.66","868.00","836.25","29.73K","1.27%"
"Mar 03, 2018","856.50","856.46","870.00","852.30","34.18K","0.03%"
"Mar 02, 2018","856.28","870.18","876.10","850.00","39.44K","-1.65%"
"Mar 01, 2018","870.63","852.75","879.96","849.00","43.79K","2.07%"
"Feb 28, 2018","853.00","870.13","890.10","850.31","53.60K","-2.16%"
"Feb 27, 2018","871.87","869.84","897.18","861.03","63.47K","0.45%"
"Feb 26, 2018","867.98","842.96","881.43","833.35","74.92K","3.22%"
"Feb 25, 2018","840.89","833.88","849.42","815.18","59.43K","0.97%"
"Feb 24, 2018","832.81","851.60","874.87","805.88","89.36K","-2.66%"
"Feb 23, 2018","855.60","801.85","884.19","786.02","154.41K","6.75%"
"Feb 22, 2018","801.49","835.75","871.00","787.64","137.56K","-4.26%"
"Feb 21, 2018","837.11","882.00","907.12","814.00","176.24K","-5.19%"
"Feb 20, 2018","882.93","938.11","960.20","874.85","120.02K","-5.94%"
"Feb 19, 2018","938.73","909.28","955.99","906.83","80.14K","3.04%"
"Feb 18, 2018","911.00","969.11","978.18","898.99","160.13K","-6.05%"
"Feb 17, 2018","969.69","938.67","973.29","933.48","110.08K","3.32%"
"Feb 16, 2018","938.53","925.47","948.00","902.21","115.77K","1.37%"
"Feb 15, 2018","925.88","919.06","945.95","896.91","155.42K","0.74%"
"Feb 14, 2018","919.09","841.95","924.00","841.95","150.33K","9.17%"
"Feb 13, 2018","841.90","867.01","870.05","822.33","110.31K","-2.83%"
"Feb 12, 2018","866.44","809.89","877.20","809.89","143.60K","7.10%"
"Feb 11, 2018","809.00","851.15","856.99","770.57","189.31K","-4.94%"
"Feb 10, 2018","851.01","876.96","910.00","812.37","214.82K","-3.02%"
"Feb 09, 2018","877.50","845.76","881.22","844.00","95.44K","12.26%"
"Feb 08, 2018","781.66","752.42","786.39","752.10","359.07K","3.76%"
"Feb 07, 2018","753.31","784.22","847.78","716.00","356.39K","-3.42%"
"Feb 06, 2018","780.02","697.92","797.95","571.41","648.96K","11.79%"
"Feb 05, 2018","697.76","821.01","860.68","636.00","365.52K","-15.63%"
"Feb 04, 2018","827.00","971.00","974.79","792.94","186.41K","-14.83%"
"Feb 03, 2018","971.00","923.61","997.96","851.11","160.02K","5.11%"
"Feb 02, 2018","923.80","1,041.89","1,046.00","785.49","377.39K","-11.44%"
"Feb 01, 2018","1,043.10","1,126.00","1,164.89","981.00","203.37K","-7.36%"
"Jan 31, 2018","1,126.00","1,088.07","1,133.75","1,032.00","100.35K","3.85%"
"Jan 30, 2018","1,084.27","1,176.91","1,185.60","1,052.85","155.27K","-7.96%"
"Jan 29, 2018","1,178.00","1,251.70","1,257.95","1,163.01","105.30K","-5.76%"
"Jan 28, 2018","1,249.99","1,118.99","1,276.00","1,112.15","143.51K","11.71%"
"Jan 27, 2018","1,119.00","1,051.97","1,127.88","1,032.82","96.90K","6.19%"
"Jan 26, 2018","1,053.80","1,055.90","1,082.00","988.03","145.12K","-0.13%"
"Jan 25, 2018","1,055.22","1,056.17","1,113.51","1,031.01","119.46K","-0.59%"
"Jan 24, 2018","1,061.50","980.00","1,070.00","954.00","134.24K","7.66%"
"Jan 23, 2018","986.00","993.00","1,025.50","909.70","160.18K","-0.50%"
"Jan 22, 2018","990.99","1,049.75","1,089.99","910.00","185.23K","-5.53%"
"Jan 21, 2018","1,049.00","1,150.91","1,152.57","999.01","175.01K","-9.00%"
"Jan 20, 2018","1,152.75","1,032.50","1,165.40","1,031.00","117.65K","11.65%"
"Jan 19, 2018","1,032.50","994.00","1,079.00","941.00","158.69K","3.93%"
"Jan 18, 2018","993.50","1,000.00","1,075.20","924.21","275.21K","-0.65%"
"Jan 17, 2018","1,000.00","1,000.00","1,075.51","755.00","404.10K","0.00%"
"Jan 16, 2018","1,000.00","1,271.00","1,275.01","780.00","316.53K","-21.32%"
"Jan 15, 2018","1,271.00","1,347.00","1,383.13","1,246.97","64.01K","-5.64%"
"Jan 14, 2018","1,347.00","1,388.02","1,391.89","1,220.89","93.42K","-2.96%"
"Jan 13, 2018","1,388.02","1,253.87","1,427.01","1,252.00","72.88K","10.70%"
"Jan 12, 2018","1,253.87","1,138.93","1,288.50","1,069.01","89.73K","10.09%"
"Jan 11, 2018","1,138.93","1,247.00","1,332.49","1,021.00","179.49K","-8.67%"
"Jan 10, 2018","1,247.00","1,291.00","1,440.00","1,201.10","145.70K","-3.41%"
"Jan 09, 2018","1,291.00","1,133.18","1,326.50","1,104.85","109.54K","13.93%"
"Jan 08, 2018","1,133.18","1,123.09","1,230.00","910.00","133.90K","0.90%"
"Jan 07, 2018","1,123.09","1,004.11","1,125.00","999.90","51.35K","11.85%"
"Jan 06, 2018","1,004.11","959.30","1,017.56","950.00","61.86K","4.67%"
"Jan 05, 2018","959.30","940.00","1,045.00","930.00","90.33K","2.05%"
"Jan 04, 2018","940.00","934.03","1,009.72","890.01","98.58K","0.64%"
"Jan 03, 2018","934.03","855.28","950.01","810.00","86.10K","9.21%"
"Jan 02, 2018","855.28","754.99","899.50","749.06","105.77K","13.28%"
"Jan 01, 2018","754.99","733.98","763.55","716.80","52.62K","2.86%"
"Dec 31, 2017","733.98","681.06","740.00","672.86","60.99K","7.77%"
"Dec 30, 2017","681.06","733.99","735.00","635.82","86.68K","-7.21%"
"Dec 29, 2017","733.99","707.89","757.87","703.00","62.69K","3.69%"
"Dec 28, 2017","707.89","739.89","744.93","645.88","69.92K","-4.32%"
"Dec 27, 2017","739.89","750.00","766.05","693.18","50.03K","-1.35%"
"Dec 26, 2017","750.00","714.95","750.00","712.56","58.99K","4.90%"
"Dec 25, 2017","714.95","658.00","744.00","599.99","76.64K","8.66%"
"Dec 24, 2017","658.00","640.34","667.64","563.49","91.88K","2.76%"
"Dec 23, 2017","640.34","635.97","714.99","627.97","77.12K","0.69%"
"Dec 22, 2017","635.97","782.41","796.00","504.99","148.33K","-18.72%"
"Dec 21, 2017","782.41","790.21","845.99","705.98","76.88K","-0.99%"
"Dec 20, 2017","790.21","798.00","828.00","661.00","70.41K","-0.98%"
"Dec 19, 2017","798.00","784.00","864.90","729.01","67.33K","1.79%"
"Dec 18, 2017","784.00","707.64","798.88","638.00","44.69K","10.79%"
"Dec 17, 2017","707.64","682.81","728.00","680.33","31.02K","3.64%"
"Dec 16, 2017","682.81","674.95","712.00","669.22","26.51K","1.16%"
"Dec 15, 2017","674.95","679.76","689.00","594.60","38.85K","-0.71%"
"Dec 14, 2017","679.76","683.99","747.60","630.50","57.18K","-0.62%"
"Dec 13, 2017","683.99","620.00","705.69","539.93","56.29K","10.32%"
"Dec 12, 2017","620.00","508.70","639.27","494.89","57.69K","21.88%"
"Dec 11, 2017","508.70","427.35","512.00","427.35","29.22K","19.04%"
"Dec 10, 2017","427.35","460.00","460.05","403.20","34.19K","-7.10%"
"Dec 09, 2017","460.00","442.56","488.00","426.40","41.10K","3.94%"
"Dec 08, 2017","442.56","406.33","456.78","390.00","40.38K","8.92%"
"Dec 07, 2017","406.33","411.01","427.61","375.01","40.36K","-1.14%"
"Dec 06, 2017","411.01","452.26","455.10","400.00","37.60K","-9.12%"
"Dec 05, 2017","452.26","466.67","468.67","445.21","25.12K","-3.09%"
"Dec 04, 2017","466.67","460.30","470.98","445.00","22.82K","1.38%"
"Dec 03, 2017","460.30","457.63","485.90","440.11","24.26K","0.58%"
"Dec 02, 2017","457.63","457.51","471.91","445.00","25.51K","0.03%"
"Dec 01, 2017","457.51","427.43","465.97","413.74","32.72K","7.04%"
"Nov 30, 2017","427.43","421.70","460.00","387.01","44.56K","1.36%"
"Nov 29, 2017","421.70","466.17","515.00","385.00","50.34K","-9.54%"
"Nov 28, 2017","466.17","472.31","477.50","453.50","23.65K","-1.30%"
"Nov 27, 2017","472.31","462.84","486.94","453.00","23.53K","2.05%"
"Nov 26, 2017","462.84","461.82","465.00","436.14","21.56K","0.22%"
"Nov 25, 2017","461.82","469.00","484.47","450.00","21.14K","-1.53%"
"Nov 24, 2017","469.00","405.00","475.00","392.80","29.97K","15.80%"
"Nov 23, 2017","405.00","380.65","425.00","370.02","25.14K","6.40%"
"Nov 22, 2017","380.65","362.12","384.84","359.00","17.93K","5.12%"
"Nov 21, 2017","362.12","367.42","375.50","350.02","25.82K","-1.44%"
"Nov 20, 2017","367.42","354.15","372.50","353.90","18.06K","3.75%"
"Nov 19, 2017","354.15","346.66","373.56","343.07","19.28K","2.16%"
"Nov 18, 2017","346.66","331.23","349.90","326.01","14.23K","4.66%"
"Nov 17, 2017","331.23","331.49","334.60","323.84","18.03K","-0.08%"
"Nov 16, 2017","331.49","331.33","334.75","321.41","14.07K","0.05%"
"Nov 15, 2017","331.33","335.61","339.00","324.00","15.41K","-1.28%"
"Nov 14, 2017","335.61","312.99","337.54","312.94","17.48K","7.23%"
"Nov 13, 2017","312.99","305.24","318.88","303.70","15.40K","2.54%"
"Nov 12, 2017","305.24","310.02","316.99","281.01","20.89K","-1.54%"
"Nov 11, 2017","310.02","293.50","318.00","291.91","10.76K","5.63%"
"Nov 10, 2017","293.50","317.87","322.65","285.82","15.46K","-7.67%"
"Nov 09, 2017","317.87","303.02","329.00","299.50","11.09K","4.90%"
"Nov 08, 2017","303.02","291.78","320.00","290.02","15.60K","3.85%"
"Nov 07, 2017","291.78","297.97","303.52","287.00","9.30K","-2.08%"
"Nov 06, 2017","297.97","295.53","305.58","290.11","7.47K","0.83%"
"Nov 05, 2017","295.53","298.04","302.14","293.13","6.61K","-0.84%"
"Nov 04, 2017","298.04","304.08","304.99","292.11","7.77K","-1.99%"
"Nov 03, 2017","304.08","283.12","307.00","282.00","8.06K","7.40%"
"Nov 02, 2017","283.12","287.01","293.00","274.73","13.16K","-1.36%"
"Nov 01, 2017","287.01","304.90","305.90","286.34","9.81K","-5.87%"
"Oct 31, 2017","304.90","307.25","309.99","304.01","7.63K","-0.76%"
"Oct 30, 2017","307.25","305.00","316.00","302.10","8.86K","0.74%"
"Oct 29, 2017","305.00","291.87","309.40","291.86","8.98K","4.50%"
"Oct 28, 2017","291.87","296.33","297.00","290.10","5.83K","-1.51%"
"Oct 27, 2017","296.33","294.71","298.10","292.03","6.23K","0.55%"
"Oct 26, 2017","294.71","294.49","299.76","291.03","7.76K","0.07%"
"Oct 25, 2017","294.49","297.38","300.00","281.00","9.62K","-0.97%"
"Oct 24, 2017","297.38","281.09","310.00","275.50","13.99K","5.80%"
"Oct 23, 2017","281.09","293.79","294.60","272.20","9.58K","-4.32%"
"Oct 22, 2017","293.79","298.94","306.99","290.00","7.15K","-1.72%"
"Oct 21, 2017","298.94","304.51","305.34","290.00","8.50K","-1.83%"
"Oct 20, 2017","304.51","308.66","311.18","302.00","8.70K","-1.34%"
"Oct 19, 2017","308.66","309.70","315.00","300.00","8.64K","-0.34%"
"Oct 18, 2017","309.70","315.19","318.00","284.68","12.78K","-1.74%"
"Oct 17, 2017","315.19","335.19","336.58","312.65","8.09K","-5.97%"
"Oct 16, 2017","335.19","337.96","354.00","332.78","8.63K","-0.82%"
"Oct 15, 2017","337.96","342.00","348.00","316.17","9.96K","-1.18%"
"Oct 14, 2017","342.00","337.96","349.80","335.00","7.70K","1.20%"
"Oct 13, 2017","337.96","303.99","353.96","297.00","17.77K","11.17%"
"Oct 12, 2017","303.99","304.01","310.00","302.71","7.78K","-0.01%"
"Oct 11, 2017","304.01","298.64","305.50","298.02","3.72K","1.80%"
"Oct 10, 2017","298.64","297.19","308.56","293.00","6.69K","0.49%"
"Oct 09, 2017","297.19","311.07","312.13","286.65","4.85K","-4.46%"
"Oct 08, 2017","311.07","311.01","317.07","309.00","2.95K","0.02%"
"Oct 07, 2017","311.01","310.80","318.50","303.60","2.12K","0.07%"
"Oct 06, 2017","310.80","294.81","310.80","293.78","3.51K","5.42%"
"Oct 05, 2017","294.81","291.99","297.44","285.53","3.37K","0.97%"
"Oct 04, 2017","291.99","292.48","297.97","288.00","3.99K","-0.17%"
"Oct 03, 2017","292.48","296.50","301.99","283.18","5.52K","-1.36%"
"Oct 02, 2017","296.50","303.95","305.00","295.00","3.67K","-2.45%"
"Oct 01, 2017","303.95","304.36","306.00","294.00","5.03K","-0.13%"
"Sep 30, 2017","304.36","292.22","307.49","292.22","4.00K","4.15%"
"Sep 29, 2017","292.22","302.44","303.00","274.00","11.00K","-3.38%"
"Sep 28, 2017","302.44","309.74","311.81","296.89","6.52K","-2.36%"
"Sep 27, 2017","309.74","287.90","313.00","286.13","5.47K","7.59%"
"Sep 26, 2017","287.90","294.42","296.81","286.24","4.53K","-2.21%"
"Sep 25, 2017","294.42","282.00","299.00","281.34","5.86K","4.40%"
"Sep 24, 2017","282.00","285.93","294.61","275.00","5.54K","-1.37%"
"Sep 23, 2017","285.93","264.00","286.23","255.11","2.82K","8.31%"
"Sep 22, 2017","264.00","257.00","272.97","253.01","1.46K","2.72%"
"Sep 21, 2017","257.00","282.00","287.00","252.10","1.91K","-8.87%"
"Sep 20, 2017","282.00","284.00","294.00","275.91","1.05K","-0.70%"
"Sep 19, 2017","284.00","294.57","300.00","277.41","1.86K","-3.59%"
"Sep 18, 2017","294.57","257.55","306.22","257.11","4.12K","14.37%"
"Sep 17, 2017","257.55","249.31","264.39","239.02","4.59K","3.31%"
"Sep 16, 2017","249.31","253.00","271.81","235.51","10.27K","-1.46%"
"Sep 15, 2017","253.00","215.21","270.93","192.00","14.10K","17.56%"
"Sep 14, 2017","215.21","276.91","283.77","215.00","12.49K","-22.28%"
"Sep 13, 2017","276.91","293.96","294.50","257.05","6.34K","-5.80%"
"Sep 12, 2017","293.96","297.30","316.46","286.01","5.14K","-1.12%"
"Sep 11, 2017","297.30","293.50","304.98","285.21","4.78K","1.29%"
"Sep 10, 2017","293.50","296.74","302.78","261.03","4.06K","-1.09%"
"Sep 09, 2017","296.74","302.99","307.00","281.66","2.71K","-2.06%"
"Sep 08, 2017","302.99","334.49","335.10","272.00","4.87K","-9.42%"
"Sep 07, 2017","334.49","335.00","342.50","320.17","2.98K","-0.15%"
"Sep 06, 2017","335.00","312.09","336.34","312.09","5.24K","7.34%"
"Sep 05, 2017","312.09","283.77","321.52","235.55","7.84K","9.98%"
"Sep 04, 2017","283.77","341.77","344.55","267.94","6.37K","-16.97%"
"Sep 03, 2017","341.77","343.14","367.28","320.08","5.01K","-0.40%"
"Sep 02, 2017","343.14","388.46","394.32","320.08","7.92K","-11.67%"
"Sep 01, 2017","388.46","384.79","394.39","383.18","4.16K","0.95%"
"Aug 31, 2017","384.79","385.93","389.36","377.78","4.38K","-0.30%"
"Aug 30, 2017","385.93","374.70","393.71","362.05","4.33K","3.00%"
"Aug 29, 2017","374.70","346.00","377.60","346.00","2.90K","8.29%"
"Aug 28, 2017","346.00","348.13","351.00","331.95","4.23K","-0.61%"
"Aug 27, 2017","348.13","330.79","348.13","330.73","4.58K","5.24%"
"Aug 26, 2017","330.79","327.24","335.44","323.41","4.82K","1.08%"
"Aug 25, 2017","327.24","323.42","338.28","323.42","7.03K","1.18%"
"Aug 24, 2017","323.42","315.74","328.04","314.01","6.61K","2.43%"
"Aug 23, 2017","315.74","309.80","324.99","309.41","8.53K","1.92%"
"Aug 22, 2017","309.80","323.29","330.41","144.21","7.81K","-4.17%"
"Aug 21, 2017","323.29","299.10","346.52","294.60","5.13K","8.09%"
"Aug 20, 2017","299.10","290.91","300.53","282.85","2.47K","2.82%"
"Aug 19, 2017","290.91","293.96","299.90","278.00","2.14K","-1.04%"
"Aug 18, 2017","293.96","302.00","311.79","283.94","9.39K","-2.66%"
